제목,방송 기간,방송 시간,방송 횟수,장르,채널,방송 시작
당신참예쁘다, 2011년 4월 4일 ~ 2011년 10월 7일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분, 135부작, 텔레비전 드라마, MBC TV,2011-04-04 00:00:00
서울탱고, 1998년 3월 2일 ~ 1998년 8월 14일, 월요일 ~ 금요일 밤 (시간) 8시 55분 ~ 9시 25분, 119부작, 텔레비전 드라마, SBS TV,1998-03-02 00:00:00
예스터데이, 1997년 7월 19일 ~ 1997년 10월 5일," 매주 토,일 밤 8시", 21부작, 드라마, 문화방송,1997-07-19 00:00:00
보이스, 2017년 1월 14일 ~ 2017년 3월 12일, 매주 토 · 일요일 밤 10시, 16부작, 범죄, OCN (방송),2017-01-14 00:00:00
강덕순애정변천사, 2017년 10월 5일, 목요일 밤 10:00 ~ 11:05, 1부작, 드라마, KBS 2TV,2017-10-05 00:00:00
어쩌다발견한하루, 2019년 10월 2일 ~ 2019년 11월 21일," 매주 수요일, 목요일 저녁 8시 55분 ~ 밤 10시 5분", 32부작," 로맨틱 판타지, 로맨스 드라마", MBC TV,2019-10-02 00:00:00
한성별곡, 2007년 7월 9일 ~ 2007년 7월 31일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 8부작, 텔레비전 드라마, KBS 제2TV,2007-07-09 00:00:00
당신옆이좋아, 2002년 7월 1일 ~ 2003년 1월 31일, 월요일 ~ 금요일 밤 (시간) 8시 25분 ~ 9시, 146부작, 드라마,,2002-07-01 00:00:00
마녀보감, 2016년 5월 13일 ~ 2016년 7월 16일," 매주 금요일, 토요일 밤 (시간) 8시 30분", 20부작, 텔레비전 드라마, JTBC,2016-05-13 00:00:00
겨울해바라기, 1983년 11월 2일 ~ 1984년 3월 22일, 매주 수·목요일 밤 10시 10분, 36부작, 텔레비전 드라마, 문화방송,1983-11-02 00:00:00
열애, 2013년 9월 28일 ~ 2014년 3월 23일, 매주 주말 밤 8시 45분, 47부작, 드라마 · 연속극, SBS TV,2013-09-28 00:00:00
내마음별과같이, 1986년 8월 9일 ~ 1987년 3월 1일," 토, 일요일 오후 7시 30분", 58부작, 드라마, KBS2,1986-08-09 00:00:00
아줌마, 2000년 9월 18일 ~ 2001년 3월 20일, 매주 월 ·화요일 밤 9시 55분, 54부작," 가족, 코미디", 문화방송,2000-09-18 00:00:00
너도인간이니?, 2018년 6월 4일 ~ 2018년 8월 7일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 36부작," 판타지, 로맨스, SF", KBS 2TV,2018-06-04 00:00:00
하늘에서내리는일억개의별, 2018년 10월 3일 ~ 2018년 11월 22일," 수요일, 목요일 밤 9시 30분", 16부작, 드라마, tvN,2018-10-03 00:00:00
나쁜친구들, 2000년 3월 1일 ~ 2000년 4월 20일," 수, 목 오후 9시 55분 ~", 15부작, 텔레비전 드라마, MBC,2000-03-01 00:00:00
사랑을그대품안에," 1994년 6월 6일 ~ 1994년 7월 26일 (본 방송)
1995년 1월 15일 ~ 1995년 2월 1일 (1차 재방송)
1997년 9월 21일 ~ 1997년 12월 7일 (2차 재방송)", 매주 월·화요일 밤 9시 50분, 16부작," 멜로, 로맨스", MBC,1994-06-06 00:00:00
"상두야,학교가자", 2003년 9월 15일 ~ 2003년 11월 4일, , 16부작, 텔레비전 드라마, KBS 제2TV,2003-09-15 00:00:00
환상여행, 1999년 8월 23일 ~ 1999년 9월 14일, 매주 월 · 화요일 밤 9시 50분, 8부작, 미스터리, KBS 2TV,1999-08-23 00:00:00
가면, 2015년 5월 27일 ~ 2015년 7월 30일," 매주 수{{,}}목요일 밤 10시 ~ 11시 15분", 20부작," 멜로, 서스펜스", SBS,2015-05-27 00:00:00
세남자세여자, 1994년 1월 31일 ~ 1994년 7월 19일," 월요일, 화요일 밤 (시간) 8시 55분 ~ 9시 45분", 50부작, 텔레비전 드라마, 서울방송,1994-01-31 00:00:00
해피시스터즈, 2017년 12월 4일 ~ 2018년 5월 25일, 월요일 ~ 금요일 오전 8시 30분 ~ 9시 10분, 120부작, 드라마, SBS TV,2017-12-04 00:00:00
대한민국변호사, 2008년 7월 9일 ~ 2008년 9월 4일," 수, 목 밤 9시 55분", 16부작, 텔레비전 드라마, MBC,2008-07-09 00:00:00
스무살, 2014년 1월 6일 ~ 2014년 1월 7일," 월요일, 화요일 오후 9시 40분", 4부작, 로맨스, tvN,2014-01-06 00:00:00
미스터Q, 1998년 5월 20일 ~ 1998년 7월 16일," 수, 목 오후 9시 50분 ~", 18부작, 드라마 텔레비전 드라마, SBS TV,1998-05-20 00:00:00
장미가없는꽃집, 2008년 1월 14일 ~ 3월 24일, 후지 TV 월요일 밤 9시 드라마, 11부작, 텔레비전 드라마, 후지 TV,2008-01-14 00:00:00
대조영, 2006년 9월 16일 ~ 2007년 12월 23일2015년 1월 5일 ~ 2015년 7월 17일(재방송)," 토요일, 일요일 밤 (시간) 9시 40분 ~ 10시 30분", 134부작, 사극, KBS 1TV,2006-09-16 00:00:00
오만과편견, 2014년 10월 27일 ~ 2015년 1월 13일," 월요일, 화요일 밤 (시간) 10시", 21부작," 법률, 로맨스, 휴머니즘", MBC TV,2014-10-27 00:00:00
황금사과, 2005년 11월 16일 ~ 2006년 2월 23일," 수요일, 목요일 밤 (시간) 9시 55분 ~ 11시 5분", 30부작," 시대극, 막장", KBS 제2TV,2005-11-16 00:00:00
K-팝최강서바이벌, 2012년 3월 19일 ~ 2012년 5월 1일," 월요일, 화요일 오후 8시 50분 ~", 14부작, 텔레비전 드라마, 채널A,2012-03-19 00:00:00
식샤를합시다2, 2015년 4월 6일 ~ 2015년 6월 2일," 월요일, 화요일 밤 11시", 18부작," 로맨스, 코미디", tvN,2015-04-06 00:00:00
발칙하게고고, 2015년 10월 5일 ~ 2015년 11월 10일," 매주 월요일, 화요일 밤 (시간) 10시", 12부작, 청소년 학교 드라마, KBS 2TV,2015-10-05 00:00:00
사랑을기억하세요, 1995년 5월 8일 ~ 1995년 5월 30일," 월, 화 밤 9시 50분", 8부작," 드라마, 멜로", 문화방송,1995-05-08 00:00:00
청춘극장, 1993년 10월 23일 ~ 1994년 1월 2일," 토, 일요일 오후 7시 50분", 22부작, 드라마, KBS 2TV,1993-10-23 00:00:00
디어마이프렌즈, 2016년 5월 13일 ~ 2016년 7월 2일, 매주 금 · 토요일 밤 8시 30분, 16부작, 드라마, tvN,2016-05-13 00:00:00
황금빛내인생, 2017년 9월 2일 ~ 2018년 3월 11일, 주말 저녁 7시 55분 ~ 밤 9시 15분, 52부작 + 스페셜 2부작," 드라마, 로맨스", KBS 2TV,2017-09-02 00:00:00
내여자친구는구미호, 2010년 8월 11일 ~ 2010년 9월 30일," 수요일, 목요일 오후 9시 55분", 16부작, 판타지 로맨스, SBS TV,2010-08-11 00:00:00
뱀파이어검사, 2011년 10월 2일 ~ 2011년 12월 18일, 매주 일요일 밤 11시, 12부작, 드라마, OCN (방송),2011-10-02 00:00:00
제중원, 2010년 1월 4일 ~ 2010년 5월 4일, SBS 월화 드라마, 36부작," 시대극, 메디컬", SBS,2010-01-04 00:00:00
네멋대로해라, 2002년 7월 3일 ~ 2002년 9월 5일, 매주 수 · 목요일 밤 9시 55분, 20부작," 드라마, 멜로", MBC TV,2002-07-03 00:00:00
깍두기, 2007년 8월 18일 ~ 2008년 1월 27일," 매주 토,일 밤 7시 55분", 44부작, 텔레비전 드라마, 문화방송,2007-08-18 00:00:00
최고다이순신, 2013년 3월 9일 ~ 2013년 8월 25일," 토요일, 일요일 저녁 7시 55분 ~ 밤 (시간) 9시 15분", 50부작," 가족, 휴머니즘", KBS 2TV,2013-03-09 00:00:00
내일도맑음, 2018년 5월 7일 ~ 2018년 11월 2일, 매주 평일 밤 8:25 ~ 9:00, 121부작, 드라마, KBS 1TV,2018-05-07 00:00:00
물병자리, 2008년 3월 3일 ~ 2008년 7월 19일, 월요일 ~ 토요일 오전 8시 30분 ~ 9시, 120부작, 텔레비전 드라마, SBS TV,2008-03-03 00:00:00
역전의여왕, 2010년 10월 18일 ~ 2011년 2월 1일," 월, 화 밤 (시간) 9시 55분 ~ 11시 5분", 31부작," 로맨스, 오피스", MBC TV,2010-10-18 00:00:00
마음이고와야지, 1998년 5월 2일 ~ 1998년 9월 13일," 매주 토,일 밤 8시", 39부작, 드라마, 문화방송,1998-05-02 00:00:00
듀얼, 2017년 6월 3일 ~ 2017년 7월 23일," 토요일, 일요일 밤 10시 (1~2회) 
 밤 10시 20분 (3~16회)", 16부작, 범죄, OCN (방송),2017-06-03 00:00:00
천사의분노, 2000년 10월 23일 ~ 2000년 12월 5일," 월요일, 화요일 밤 (시간) 9시 55분", 12부작, 드라마, SBS TV,2000-10-23 00:00:00
청춘시대2, 2017년 8월 25일 ~ 2017년 10월 7일," 매주 금요일, 토요일 밤 (시간) 11시", 14부작, 드라마, JTBC,2017-08-25 00:00:00
청춘시대, 2016년 7월 22일 ~ 2016년 8월 27일," 매주 금요일, 토요일 밤 (시간) 8시 30분", 12부작, 드라마, JTBC,2016-07-22 00:00:00
사랑의방식, 1993년 3월 15일 ~ 1993년 5월 4일, 매주 월·화요일 저녁 9시 50분, 16부작, 텔레비전 드라마, 문화방송,1993-03-15 00:00:00
회전목마, 1989년 7월 3일 ~ 1989년 11월 3일, 월요일 ~ 금요일 밤 (시간) 8시 30분 ~ 9시, 90부작, 텔레비전 드라마, KBS 1TV,1989-07-03 00:00:00
청춘, 1999년 3월 1일 ~ 1999년 3월 30일, 매주 월·화요일 저녁 9시 55분, 10부작, 텔레비전 드라마, MBC,1999-03-01 00:00:00
내조의여왕, 2009년 3월 16일 ~ 2009년 5월 19일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 20부작," 텔레비전 드라마, 로맨스, 코미디", MBC TV,2009-03-16 00:00:00
세상에서가장아름다운이별, 2017년 12월 9일 ~ 2017년 12월 17일, 매주 토 · 일요일 밤 9시, 4부작, 드라마, tvN,2017-12-09 00:00:00
1961년생, 1996년 12월 6일, 일요일 밤 10시 ~ 밤 10시 10분, 1부작, 텔레비전 드라마, MBC,1996-12-06 00:00:00
흐르는강물처럼, 2002년 11월 2일 ~ 2003년 4월 20일," 매주 토,일 저녁 8시 45분", 50부작, 드라마, SBS,2002-11-02 00:00:00
강남스캔들, 2018년 11월 26일 ~ 2019년 5월 17일, 월요일 ~ 금요일 오전 8시 40분 ~ 9시 10분, 123부작, 드라마, SBS TV,2018-11-26 00:00:00
머나먼쏭바강, 1993년 11월 15일 ~ 1994년 1월 25일," 월요일, 화요일 밤 (시간) 8시 50분 ~ 9시 50분", 22부작, 드라마, SBS,1993-11-15 00:00:00
옥탑방고양이, 2003년 6월 2일 ~ 2003년 7월 22일, 월·화요일 밤 9시 55분, 16부작, 드라마, MBC,2003-06-02 00:00:00
부자유친, 1996년 1월 6일 ~ 1996년 7월 14일," 토요일, 일요일 밤 (시간) 8시 50분 ~ 9시 50분", 56부작, 드라마, 서울방송,1996-01-06 00:00:00
"단,하나의사랑", 2019년 5월 22일 ~ 2019년 7월 11일," 매주 수요일, 목요일 밤 10시 ~ 11시 10분", 32부작," 판타지, 로맨스", KBS 2TV,2019-05-22 00:00:00
캐리어를끄는여자, 2016년 9월 26일 ~ 2016년 11월 15일, 월요일 · 화요일 밤 (시간) 9시 55분, 16부작," 법률, 휴머니즘", MBC TV,2016-09-26 00:00:00
햇빛노인정의기막힌장례식, 2013년 10월 2일, 수요일 밤 10시, 1부작, , MBC,2013-10-02 00:00:00
애인있어요, 2015년 8월 22일 ~ 2016년 2월 28일," 토요일, 일요일 밤 (시간) 10시 ~ 11시 10분", 50부작," 가족, 멜로", SBS TV,2015-08-22 00:00:00
쌈마이웨이, 2017년 5월 22일 ~ 2017년 7월 11일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 16부작, 힐링 로맨스, KBS 2TV,2017-05-22 00:00:00
마녀의성, 2015년 12월 14일 ~ 2016년 6월 10일, 월요일 ~ 금요일 저녁 7시 20분 ~ 8시, 122부작, 드라마, SBS TV,2015-12-14 00:00:00
이웃집꽃미남, 2013년 1월 7일 ~ 2013년 2월 26일," 월요일, 화요일 오후 11시", 16부작, 텔레비전 드라마, tvN,2013-01-07 00:00:00
아름다운그대에게, 2012년 8월 15일 ~ 2012년 10월 4일," 수요일, 목요일 오후 9시 55분", 16부작," 학원물, 청춘, 로맨스, 텔레비전 드라마     ", SBS,2012-08-15 00:00:00
트랩, 2019년 2월 9일 ~ 2019년 3월 3일," 토요일, 일요일 밤 10시 20분", 7부작, 범죄, OCN (방송),2019-02-09 00:00:00
산이되고강이되고, 1979년 9월 29일 ~ 1980년 3월 23일, 매주 토 · 일요일 저녁 7시 15분 ~ 8시, 49부작, 텔레비전 드라마, 문화방송,1979-09-29 00:00:00
루갈, 2020년 3월 28일 ~현재," 매주 토요일, 일요일 밤 10시 50분", 16부작," 범죄, 액션", OCN (텔레비전 채널),2020-03-28 00:00:00
우와한녀, 2013년 4월 18일 ~ 2013년 7월 4일, 목요일 오후 11시, 12부작, 텔레비전 드라마, tvN,2013-04-18 00:00:00
스타, 1997년 7월 28일 ~ 1997년 8월 26일," 월요일, 화요일 밤 (시간) 9시 50분", 10부작, 드라마, 한국방송공사,1997-07-28 00:00:00
조선미인별전, 2018년 1월 6일 ~ 2018년 1월 7일, 토요일 일요일 밤 (시간) 9시 20분, 2부작, 드라마, KBS 1TV,2018-01-06 00:00:00
태양의신부, 2011년 10월 24일 ~ 2012년 3월 30일, 월요일 ~ 금요일 오전 8시 30분 ~ 9시 10분, 112부작, 드라마," SBS 
 SBS 네트워크 지역 민방",2011-10-24 00:00:00
감자별2013QR3, 2013년 9월 23일 ~ 2014년 5월 15일, 월~목요일 오후 8시 50분, 120부작, 시추에이션 코미디 드라마음악 드라마음악 드라마음악, tvN,2013-09-23 00:00:00
아버님제가모실게요, 2016년 11월 12일 ~ 2017년 5월 7일, 매주 주말 밤 10:00 ~ 11:15, 50부작, 드라마, MBC TV,2016-11-12 00:00:00
학교3, 2000년 3월 5일 ~ 2001년 4월 1일, 일요일 저녁 7시 10분 ~ 8시, 49부작 (방영 목록), 드라마, 한국방송공사,2000-03-05 00:00:00
내인생의단비, 2012년 4월 2일 ~ 2012년 8월 31일, 월요일 ~ 금요일 오전 8시 30분 ~ 9시 10분, 106부작," 드라마, 연속극", SBS,2012-04-02 00:00:00
이별이떠났다, 2018년 5월 26일 ~ 2018년 8월 4일, 매주 토요일 밤 8:45 ~ 11:05, 40부작," 드라마, 휴머니즘", MBC TV,2018-05-26 00:00:00
서궁, 1995년 7월 3일 ~ 1995년 12월 26일, , 52부작, 드라마, KBS 2TV,1995-07-03 00:00:00
이브의모든것, 2000년 4월 26일 ~ 2000년 7월 6일," 매주 수,목 밤 9시 55분", 20부작, 텔레비전 드라마, MBC TV,2000-04-26 00:00:00
그대를알고부터, 2002년 4월 28일 ~ 2002년 10월 20일," 토요일, 일요일 저녁 7시 55분 ~ 밤 (시간) 8시 55분", 48부작, 텔레비전 드라마, MBC,2002-04-28 00:00:00
2008전설의고향, 2008년 8월 6일 ~ 2008년 9월 3일," 매주 수요일, 목요일 밤 (시간) 9시 55분", 8부작, 공포 사극, KBS 2TV,2008-08-06 00:00:00
나는천사가아니다, 1993년 7월 12일 ~ 1993년 8월 3일, 매주 월·화요일 밤 9시 50분, 8부작, 드라마, 문화방송,1993-07-12 00:00:00
신입사원, 2005년 3월 23일 ~ 2005년 5월 26일," 수요일, 목요일 밤 (시간) 9시 55분 ~ 11시 5분", 20부작, 드라마, MBC TV,2005-03-23 00:00:00
맨몸의소방관, 2017년 1월 12일 ~ 2017년 1월 19일," 매주 수요일, 목요일 밤 10시 ~ 11시 10분", 4부작, 범죄, KBS 2TV,2017-01-12 00:00:00
아름다운날들, 2001년 3월 14일 ~ 2001년 5월 31일," 매주 수, 목요일 밤 9시 55분", 24부작, 드라마, SBS TV,2001-03-14 00:00:00
가화만사성, 2016년 2월 27일 ~ 2016년 8월 21일, 매주 주말 밤 8:45 ~ 10:00, 51부작, 드라마, MBC TV,2016-02-27 00:00:00
유령, 2012년 5월 30일 ~ 2012년 8월 9일," 수요일, 목요일 밤 10시 ~ 11시 15분", 20부작," 경찰, 수사물, 미스터리, 서스펜스", SBS TV,2012-05-30 00:00:00
불량커플, 2007년 6월 2일 ~ 2007년 7월 22일," 매주 토,일 밤 10시", 16부작, 드라마, SBS,2007-06-02 00:00:00
킬미힐미, 2015년 1월 7일 ~ 2015년 3월 12일," 매주 수요일, 목요일 밤 10시", 20부작, 힐링 로맨스 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, MBC TV,2015-01-07 00:00:00
두려움없는사랑, 1992년 5월 2일 ~ 1992년 10월 25일," 토요일, 일요일 밤 8시 55분 ~ 9시 45분", 52부작, , SBS,1992-05-02 00:00:00
종이학, 1998년 10월 31일 ~ 1999년 5월 2일," 토요일, 일요일 밤 (시간) 8시 ~ 9시", 54부작, 드라마, KBS 2TV,1998-10-31 00:00:00
그녀로말할것같으면, 2018년 7월 14일 ~ 2018년 9월 29일, 매주 토요일 밤 9:05 ~ 11:05, 40부작, 미스터리 멜로 드라마, SBS TV,2018-07-14 00:00:00
미친사랑, 2013년 4월 8일 ~ 2013년 9월 17일, 월요일 - 금요일 오전 9시 45분 ~ 10시 35분, 100부작, 드라마 · 연속극, TvN,2013-04-08 00:00:00
그대목소리, 1995년 5월 15일 ~ 1995년 10월 7일,, 127부작, 드라마, 서울방송,1995-05-15 00:00:00
김과장, 2017년 1월 25일 ~ 2017년 3월 30일," 매주 수요일, 목요일 밤 10시 ~ 11시 10분", 20부작," 비즈니스, 코미디 드라마음악 드라마음악", KBS 2TV,2017-01-25 00:00:00
신부일기, 1975년 6월 2일 ~ 1976년 2월 28일, 월요일 ~ 금요일 밤 (시간) 9시 ~ 9시 25분, , 드라마, MBC,1975-06-02 00:00:00
호텔리어, 2001년 4월 4일 ~ 2001년 6월 7일," 수, 목 오후 9시 55분 ~", 20부작," 드라마, 멜로, 로맨스 드라마 삽입곡", MBC,2001-04-04 00:00:00
은실이, 1998년 11월 9일 ~ 1999년 7월 6일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 10시 55분", 70부작, 드라마, SBS,1998-11-09 00:00:00
여자가두번화장할때, 2011년 12월 5일 ~ 2012년 3월 7일, 월요일 ~ 금요일 오전 10시 10분, 65부작, 아침 드라마, JTBC,2011-12-05 00:00:00
계백, 2011년 7월 25일 ~ 2011년 11월 22일," 월요일, 화요일 밤 9시 55분 ~ 11시 5분", 36부작, 사극, MBC TV,2011-07-25 00:00:00
수호천사, 2001년 8월 1일 ~ 2001년 9월 20일, 수・목 9시 55분, 16부작, 텔레비전 드라마 텔레비전 드라마, SBS TV,2001-08-01 00:00:00
슬플때사랑한다, 2019년 2월 23일 ~ 2019년 4월 27일, 매주 토요일 밤 9:05 ~ 11:05, 40부작," 드라마, 격정멜로, 막장", 문화방송,2019-02-23 00:00:00
커피야부탁해, 2018년 12월 1일 ~ 2018년 12월 30일," 토요일, 일요일 오후 7시 40분 ~", 12부작, 텔레비전 드라마, 채널A,2018-12-01 00:00:00
막돼먹은영애씨13, 2014년 3월 27일 ~ 2014년 7월 10일, 매주 목요일 밤 11시, 16부작, 텔레비전 드라마, tvN,2014-03-27 00:00:00
옛날의금잔디, 1991년 7월 8일 ~ 1992년 4월 17일, 월요일 ~ 금요일 밤 (시간) 8시 30분 ~ 9시, , 드라마, 한국방송공사,1991-07-08 00:00:00
일지매, 2008년 5월 21일 ~ 2008년 7월 24일," 매주 수요일, 목요일 밤 11시", 20부작," 사극, 액션, 풍자, 미스터리", SBS TV,2008-05-21 00:00:00
된장군과낫토짱의결혼전쟁, 2010년 2월 27일 ~ 2010년 2월 28일," 토요일, 일요일 밤 (시간) 9시 45분 ~ 10시 55분", 2부작, 텔레비전 드라마, MBC TV,2010-02-27 00:00:00
아랑사또전, 2012년 8월 15일 ~ 2012년 10월 18일," 수요일, 목요일 오후 9시 55분", 20부작 + 스페셜 1부작," 시대극, 판타지, 로맨스, 텔레비전 드라마          ", MBC TV(지상파),2012-08-15 00:00:00
남자가사랑할때, 2013년 4월 3일 ~ 2013년 6월 6일," 수요일, 목요일 밤 10시", 20부작, 텔레비전 드라마       , MBC,2013-04-03 00:00:00
라이프, 2018년 7월 23일 ~ 2018년 9월 11일," 매주 월요일, 화요일 밤 (시간) 11시", 16부작 + 스페셜 1부작, 의학 드라마, JTBC,2018-07-23 00:00:00
로맨스타운, 2011년 5월 11일 ~ 2011년 7월 14일," 수요일, 목요일 오후 9시 55분", 20부작," 텔레비전 드라마 발라드 (대중 음악), 텔레비전 드라마 텔레비전 드라마 텔레비전 드라마 텔레비전 드라마 텔레비전 드라마 텔레비전 드라마", KBS 제2TV,2011-05-11 00:00:00
보좌관-세상을움직이는사람들, 2019년 6월 14일  ~ 2019년 7월 13일," 매주 금요일, 토요일 밤 11시", 10부작, 드라마, JTBC,2019-06-14 00:00:00
막돼먹은영애씨1, 2007년 4월 20일 ~ 2007년 8월 3일, 매주 금요일 밤 11시, 16부작, 텔레비전 드라마, tvN,2007-04-20 00:00:00
바람꽃은시들지않는다, 1991년 10월 12일 ~ 1992년 3월 28일, 일 밤 9시 30분, 24부작, 대하드라마, KBS 1TV,1991-10-12 00:00:00
거미, 1995년 7월 31일 ~ 1995년 8월 29일, 월·화요일 밤 9시 50분, 10부작, SF / 드라마, MBC,1995-07-31 00:00:00
삼총사, 2002년 11월 6일 ~ 2003년 1월 2일," 수요일, 목요일 오후 9시 55분 ~ 11시 5분", 17부작, 드라마, 문화방송,2002-11-06 00:00:00
